employee_name,user_id,email,role,business_unit,functional_unit,department,team,supervisor
Grace Alma Fry,GAF0060,Grace.Alma.Fry@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,1 - Lab,Jackson Linus Wilkerson
Alec Mannix Mcneil,AMM0014,Alec.Mannix.Mcneil@dtaa.com,Director,1,1 - Adminstration,5 - Medical,,Halla Cathleen Simmons
Aquila Mark Vega,AMV0036,Aquila.Mark.Vega@dtaa.com,SecurityGuard,1,1 - Adminstration,6 - Security,1 - BuildingSecurity,Clinton Coby Wolfe
Merritt Oliver Phelps,MOP0763,Merritt.Oliver.Phelps@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes
Callum Brendan Gonzalez,CBG0490,Callum.Brendan.Gonzalez@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson
Cameron Noel Elliott,CNE0352,Cameron.Noel.Elliott@dtaa.com,ChiefEngineer,1,2 - ResearchAndEngineering,3 - Engineering,7 - TestAndEvalualtion,Declan Lester Moss
Gil Quincy Potter,GQP0743,Gil.Quincy.Potter@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan
Philip Travis Hartman,PTH0552,Philip.Travis.Hartman@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,3 - Lab,Honorato Ivan Wall
Garrison Levi Rollins,GLR0975,Garrison.Levi.Rollins@dtaa.com,HumanResourceSpecialist,1,1 - Adminstration,1 - Personnel,,Bethany Xerxes Johnson
Gareth Thomas Dickson,GTD0219,Gareth.Thomas.Dickson@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Frances Alisa Wiggins
Blossom Keiko Weiss,BKW0374,Blossom.Keiko.Weiss@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,3 - ElectronicSecurity,Francis Brian Armstrong
Constance Audrey Hicks,CAH0936,Constance.Audrey.Hicks@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,6 - Software,Caleb Mason Ball
Althea Ina Palmer,AIP0982,Althea.Ina.Palmer@dtaa.com,ManagementTrainer,1,1 - Adminstration,3 - Training,,Walter Kaseem Foley
Kennedy Robert Vega,KRV0372,Kennedy.Robert.Vega@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,3 - ElectronicSecurity,Francis Brian Armstrong
Ivor Amir Tucker,IAT0263,Ivor.Amir.Tucker@dtaa.com,MaterialsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,3 - MaterialsEngineering,Ainsley MacKensie Doyle
Jocelyn Brenna Daniels,JBD0616,Jocelyn.Brenna.Daniels@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks
Roary Ursa Massey,RUM0880,Roary.Ursa.Massey@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley
Declan Gareth Mclaughlin,DGM0754,Declan.Gareth.Mclaughlin@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan
Savannah Marcia Yang,SMY0792,Savannah.Marcia.Yang@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,5 - Lab,Sasha Britanney Quinn
Harrison Oscar Burke,HOB0994,Harrison.Oscar.Burke@dtaa.com,IndustrialEngineer,1,3 - Manufacturing,1 - IndustrialEngineering,,Grant Tyrone Doyle
Donovan Garth Nieves,DGN0480,Donovan.Garth.Nieves@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson
Kirk Jakeem Joyce,KJJ0293,Kirk.Jakeem.Joyce@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price
Justin Xerxes Hansen,JXH0493,Justin.Xerxes.Hansen@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson
Peter Gil Harrington,PGH0184,Peter.Gil.Harrington@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon
Josiah Preston Wall,JPW0741,Josiah.Preston.Wall@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan
Nichole Melodie Gilbert,NMG0766,Nichole.Melodie.Gilbert@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes
Heidi Mia Wilson,HMW0713,Heidi.Mia.Wilson@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder
Malik Adrian Hebert,MAH0864,Malik.Adrian.Hebert@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley
Quentin Nolan Fitzpatrick,QNF0205,Quentin.Nolan.Fitzpatrick@dtaa.com,Attorney,1,6 - PurchasingAndContracts,3 - Contracts,,Whoopi Britanney Camacho
Keane Kennan Watts,KKW0879,Keane.Kennan.Watts@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley
Thaddeus Emery Martin,TEM0093,Thaddeus.Emery.Martin@dtaa.com,MaterialsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,3 - MaterialsEngineering,Ainsley MacKensie Doyle
Reuben Victor Freeman,RVF0201,Reuben.Victor.Freeman@dtaa.com,AdministrativeAssistant,1,6 - PurchasingAndContracts,3 - Contracts,,Whoopi Britanney Camacho
Tobias Martin Ashley,TMA0069,Tobias.Martin.Ashley@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,1 - Software,Vance Ira Alston
Vernon Finn Mcgee,VFM0814,Vernon.Finn.Mcgee@dtaa.com,ComputerProgrammer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,5 - Software,Sara Gail George
Salvador Byron Norton,SBN0866,Salvador.Byron.Norton@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley
Zenaida Justine England,ZJE0857,Zenaida.Justine.England@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley
Hasad Paki Mcfadden,HPM0986,Hasad.Paki.Mcfadden@dtaa.com,InstructionalCoordinator,1,1 - Adminstration,3 - Training,,Walter Kaseem Foley
Cody Jonathan Potter,CJP0952,Cody.Jonathan.Potter@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz
Dante Raja Roberts,DRR0162,Dante.Raja.Roberts@dtaa.com,AdministrativeAssistant,1,5 - SalesAndMarketing,1 - MarketAnalysis,,Dacey Jorden Bowen
Evelyn Sarah Reilly,ESR0693,Evelyn.Sarah.Reilly@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,4 - Software,Aurora Tatiana Payne
Colt Walter Reynolds,CWR0502,Colt.Walter.Reynolds@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson
Summer Leilani Boyer,SLB0049,Summer.Leilani.Boyer@dtaa.com,Director,1,2 - ResearchAndEngineering,1 - Research,,Kai Wynne Craft
Ira Dustin Oneill,IDO0176,Ira.Dustin.Oneill@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf
Alfonso Gage Blankenship,AGB0186,Alfonso.Gage.Blankenship@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon
Roary Jane Barrett,RJB0088,Roary.Jane.Barrett@dtaa.com,ElectricalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,2 - ElectricalEngineering,Dylan Tiger Terry
Oren Curran Brady,OCB0805,Oren.Curran.Brady@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,5 - Lab,Sasha Britanney Quinn
Elton Tyler Richard,ETR0428,Elton.Tyler.Richard@dtaa.com,TestEngineer,1,2 - ResearchAndEngineering,3 - Engineering,7 - TestAndEvalualtion,Cameron Noel Elliott
Ivana Kaitlin Parsons,IKP0472,Ivana.Kaitlin.Parsons@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter
Leo Hasad Byrd,LHB0967,Leo.Hasad.Byrd@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz
Chester Caldwell Mendoza,CCM0467,Chester.Caldwell.Mendoza@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter
Gage Kaden Odonnell,GKO0078,Gage.Kaden.Odonnell@dtaa.com,ChiefEngineer,1,2 - ResearchAndEngineering,3 - Engineering,4 - SystemsEngineering,Declan Lester Moss
Garrett Nicholas Solomon,GNS0178,Garrett.Nicholas.Solomon@dtaa.com,FieldServiceEngineer,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Sharon Britanni Kerr
Sybill Sage Shaw,SSS0345,Sybill.Sage.Shaw@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon
Lane Oleg Mclaughlin,LOM0086,Lane.Oleg.Mclaughlin@dtaa.com,ElectricalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,2 - ElectricalEngineering,Dylan Tiger Terry
Simone Scarlet Rose,SSR0278,Simone.Scarlet.Rose@dtaa.com,TestEngineer,1,2 - ResearchAndEngineering,3 - Engineering,5 - TestAndEvalualtion,Rose Hanae Yates
Adena Lisandra Hardin,ALH0402,Adena.Lisandra.Hardin@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,2 - Software,Jocelyn Bree Mccray
Anastasia Kylan Kaufman,AKK0329,Anastasia.Kylan.Kaufman@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon
Eugenia Whilemina Harrington,EWH0191,Eugenia.Whilemina.Harrington@dtaa.com,Manager,1,6 - PurchasingAndContracts,2 - Pricing,,Kirby Bo Pollard
Todd Vance Spears,TVS0050,Todd.Vance.Spears@dtaa.com,Director,1,2 - ResearchAndEngineering,2 - SoftwareManagement,,Kai Wynne Craft
Troy Uriah Conway,TUC0632,Troy.Uriah.Conway@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston
Sonia Karly Goodwin,SKG0759,Sonia.Karly.Goodwin@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes
Isabella Marah Graham,IMG0320,Isabella.Marah.Graham@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf
Blair Bruno Grimes,BBG0325,Blair.Bruno.Grimes@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf
Chanda Tamekah William,CTW0500,Chanda.Tamekah.William@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson
Sonya Beatrice Nichols,SBN0495,Sonya.Beatrice.Nichols@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson
Emerald Lysandra Hodges,ELH0960,Emerald.Lysandra.Hodges@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz
Brynn Madeline Sherman,BMS0877,Brynn.Madeline.Sherman@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley
Thomas Shad Guthrie,TSG0906,Thomas.Shad.Guthrie@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke
Rebecca Kelsie Daugherty,RKD0604,Rebecca.Kelsie.Daugherty@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks
Jakeem Magee Knight,JMK0099,Jakeem.Magee.Knight@dtaa.com,SystemsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,4 - SystemsEngineering,Gage Kaden Odonnell
Macon Kyle Pope,MKP0861,Macon.Kyle.Pope@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley
Honorato Ivan Wall,HIW0536,Honorato.Ivan.Wall@dtaa.com,LabManager,1,2 - ResearchAndEngineering,1 - Research,3 - Lab,Summer Leilani Boyer
Cherokee Tashya Ramirez,CTR0697,Cherokee.Tashya.Ramirez@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder
Blaine Helen Cervantes,BHC0665,Blaine.Helen.Cervantes@dtaa.com,FieldServiceEngineer,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Sharon Britanni Kerr
Dominic Calvin Hewitt,DCH0843,Dominic.Calvin.Hewitt@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen
Wade Ira Frazier,WIF0691,Wade.Ira.Frazier@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,4 - Software,Aurora Tatiana Payne
Hanae Wendy Meyer,HWM0342,Hanae.Wendy.Meyer@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon
Mufutau Nehru Contreras,MNC0717,Mufutau.Nehru.Contreras@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder
Abel Reese Boone,ARB0881,Abel.Reese.Boone@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke
Azalia Halee Cantu,AHC0142,Azalia.Halee.Cantu@dtaa.com,Engineer,1,3 - Manufacturing,4 - QualityControl,,Kimberley Kiona Sosa
Zenia Freya Macias,ZFM0468,Zenia.Freya.Macias@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter
Delilah Iliana Wilkinson,DIW0118,Delilah.Iliana.Wilkinson@dtaa.com,Manager,1,3 - Manufacturing,3 - Assembly,,Byron Tyrone Williamson
Upton Sebastian Holt,USH0199,Upton.Sebastian.Holt@dtaa.com,Statistician,1,6 - PurchasingAndContracts,2 - Pricing,,Eugenia Whilemina Harrington
Mallory Alexis Daniel,MAD0753,Mallory.Alexis.Daniel@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan
Kim Dara Sullivan,KDS0349,Kim.Dara.Sullivan@dtaa.com,LabManager,1,2 - ResearchAndEngineering,1 - Research,2 - Lab,Summer Leilani Boyer
Laith Jason Britt,LJB0826,Laith.Jason.Britt@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen
Farrah Kim Keith,FKK0055,Farrah.Kim.Keith@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,,Summer Leilani Boyer
Tara Alma Potts,TAP0551,Tara.Alma.Potts@dtaa.com,Physicist,1,2 - ResearchAndEngineering,1 - Research,3 - Lab,Honorato Ivan Wall
Fletcher Perry Cantu,FPC0954,Fletcher.Perry.Cantu@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz
Galena Britanney Merritt,GBM0603,Galena.Britanney.Merritt@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks
Casey Xerxes Conrad,CXC0336,Casey.Xerxes.Conrad@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon
Hakeem Mason Mccall,HMM0108,Hakeem.Mason.Mccall@dtaa.com,MechanicalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,5 - TestAndEvalualtion,Rose Hanae Yates
Fritz Dale Ellison,FDE0117,Fritz.Dale.Ellison@dtaa.com,Manager,1,3 - Manufacturing,2 - ManufacturingEngineering,,Byron Tyrone Williamson
Fatima Ulla Mcclure,FUM0015,Fatima.Ulla.Mcclure@dtaa.com,Director,1,1 - Adminstration,6 - Security,,Halla Cathleen Simmons
Nelle April Bowen,NAB0801,Nelle.April.Bowen@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,5 - Lab,Sasha Britanney Quinn
Geoffrey Jin Tucker,GJT0386,Geoffrey.Jin.Tucker@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,2 - Lab,Kim Dara Sullivan
Kathleen Aline Chan,KAC0124,Kathleen.Aline.Chan@dtaa.com,ElectricalEngineer,1,3 - Manufacturing,2 - ManufacturingEngineering,,Fritz Dale Ellison
Raymond Gray Hyde,RGH0728,Raymond.Gray.Hyde@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan
Charde Cynthia Rasmussen,CCR0863,Charde.Cynthia.Rasmussen@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley
Tiger Tucker Dawson,TTD1000,Tiger.Tucker.Dawson@dtaa.com,MechanicalEngineer,1,3 - Manufacturing,2 - ManufacturingEngineering,,Fritz Dale Ellison
Oleg Kane Britt,OKB0439,Oleg.Kane.Britt@dtaa.com,MechanicalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,7 - TestAndEvalualtion,Cameron Noel Elliott
Xander Aaron Acevedo,XAA0104,Xander.Aaron.Acevedo@dtaa.com,HardwareEngineer,1,2 - ResearchAndEngineering,3 - Engineering,4 - SystemsEngineering,Gage Kaden Odonnell
Reuben Fulton Pugh,RFP0380,Reuben.Fulton.Pugh@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,2 - Lab,Kim Dara Sullivan
Josiah Thaddeus Stewart,JTS0389,Josiah.Thaddeus.Stewart@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,2 - Lab,Kim Dara Sullivan
Cameran Madonna Shepard,CMS0454,Cameran.Madonna.Shepard@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter
Jaden Kylan Buckley,JKB0126,Jaden.Kylan.Buckley@dtaa.com,ElectricalEngineer,1,3 - Manufacturing,2 - ManufacturingEngineering,,Fritz Dale Ellison
Lillith Adena Matthews,LAM0911,Lillith.Adena.Matthews@dtaa.com,LabManager,1,2 - ResearchAndEngineering,1 - Research,6 - Lab,Summer Leilani Boyer
Grady Craig Coffey,GCC0744,Grady.Craig.Coffey@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan
Colin Lawrence Holder,CLH0703,Colin.Lawrence.Holder@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder
Keely Mollie Weiss,KMW0545,Keely.Mollie.Weiss@dtaa.com,Physicist,1,2 - ResearchAndEngineering,1 - Research,3 - Lab,Honorato Ivan Wall
Piper Sasha Fuentes,PSF0133,Piper.Sasha.Fuentes@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price
Nathaniel Hunter Heath,NHH0185,Nathaniel.Hunter.Heath@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon
Nehru Cyrus Everett,NCE0097,Nehru.Cyrus.Everett@dtaa.com,SystemsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,4 - SystemsEngineering,Gage Kaden Odonnell
Camilla Camille Leach,CCL0068,Camilla.Camille.Leach@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,1 - Software,Vance Ira Alston
Anne Jane Carey,AJC0840,Anne.Jane.Carey@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen
George Cade Chen,GCC0945,George.Cade.Chen@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz
Noah Andrew Beck,NAB0903,Noah.Andrew.Beck@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke
Alice Orli Stout,AOS0987,Alice.Orli.Stout@dtaa.com,HealthSafetyEngineer,1,1 - Adminstration,4 - Safety,,Wesley Kasper Duffy
Jana Amanda Dorsey,JAD0609,Jana.Amanda.Dorsey@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks
Alea Maggie Whitfield,AMW0392,Alea.Maggie.Whitfield@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,2 - Software,Jocelyn Bree Mccray
Fay Ingrid Rodriquez,FIR0920,Fay.Ingrid.Rodriquez@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,6 - Lab,Lillith Adena Matthews
Rowan Neve Parks,RNP0211,Rowan.Neve.Parks@dtaa.com,SecurityGuard,1,1 - Adminstration,6 - Security,1 - BuildingSecurity,Clinton Coby Wolfe
Rose Hanae Yates,RHY0079,Rose.Hanae.Yates@dtaa.com,ChiefEngineer,1,2 - ResearchAndEngineering,3 - Engineering,5 - TestAndEvalualtion,Declan Lester Moss
Chiquita Linda Stokes,CLS0296,Chiquita.Linda.Stokes@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price
Julian Samson Allen,JSA0775,Julian.Samson.Allen@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes
Rina Denise Mcgee,RDM0115,Rina.Denise.Mcgee@dtaa.com,AdministrativeAssistant,1,3 - Manufacturing,,,Byron Tyrone Williamson
Joel Kennan Mccarty,JKM0303,Joel.Kennan.Mccarty@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price
Irene Jemima Meyers,IJM0139,Irene.Jemima.Meyers@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price
September Vielka Livingston,SVL0940,September.Vielka.Livingston@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,6 - Software,Caleb Mason Ball
Lacota Dahlia Good,LDG0459,Lacota.Dahlia.Good@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter
Raymond Otto Bond,ROB0272,Raymond.Otto.Bond@dtaa.com,SystemsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,4 - SystemsEngineering,Gage Kaden Odonnell
Lamar Nissim Strickland,LNS0989,Lamar.Nissim.Strickland@dtaa.com,NursePractitioner,1,1 - Adminstration,5 - Medical,,Alec Mannix Mcneil
Charissa Nyssa Mcgee,CNM0800,Charissa.Nyssa.Mcgee@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,5 - Lab,Sasha Britanney Quinn
Halla Germaine Nolan,HGN0287,Halla.Germaine.Nolan@dtaa.com,MechanicalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,5 - TestAndEvalualtion,Rose Hanae Yates
Kay Maxine Skinner,KMS0657,Kay.Maxine.Skinner@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston
Beverly Melissa Garner,BMG0917,Beverly.Melissa.Garner@dtaa.com,Physicist,1,2 - ResearchAndEngineering,1 - Research,6 - Lab,Lillith Adena Matthews
Hollee Vanna Becker,HVB0037,Hollee.Vanna.Becker@dtaa.com,SecurityGuard,1,1 - Adminstration,6 - Security,1 - BuildingSecurity,Clinton Coby Wolfe
Phelan Nissim Howell,PNH0761,Phelan.Nissim.Howell@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes
Jackson Linus Wilkerson,JLW0053,Jackson.Linus.Wilkerson@dtaa.com,LabManager,1,2 - ResearchAndEngineering,1 - Research,1 - Lab,Summer Leilani Boyer
Justine Nola Adkins,JNA0559,Justine.Nola.Adkins@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,3 - Software,Stephanie Briar Harrington
Orla Yolanda Middleton,OYM0026,Orla.Yolanda.Middleton@dtaa.com,HealthSafetyEngineer,1,1 - Adminstration,4 - Safety,,Wesley Kasper Duffy
Naida Imelda Hughes,NIH0969,Naida.Imelda.Hughes@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz
Rogan Chandler Coffey,RCC0617,Rogan.Chandler.Coffey@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks
Grady Jordan Duran,GJD0298,Grady.Jordan.Duran@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price
Marcia Lillian Lynn,MLL0598,Marcia.Lillian.Lynn@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England
Daria Samantha Mcbride,DSM0591,Daria.Samantha.Mcbride@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England
Bernard Tobias Landry,BTL0226,Bernard.Tobias.Landry@dtaa.com,Physicist,1,2 - ResearchAndEngineering,1 - Research,1 - Lab,Jackson Linus Wilkerson
Selma Barbara Nicholson,SBN0971,Selma.Barbara.Nicholson@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz
Camilla Claire Whitehead,CCW0524,Camilla.Claire.Whitehead@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett
Ira Wyatt Moss,IWM0816,Ira.Wyatt.Moss@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,5 - Software,Sara Gail George
John Omar Lancaster,JOL0024,John.Omar.Lancaster@dtaa.com,AdministrativeAssistant,1,1 - Adminstration,3 - Training,,Walter Kaseem Foley
Ella Nita Lewis,ENL0100,Ella.Nita.Lewis@dtaa.com,ElectricalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,4 - SystemsEngineering,Gage Kaden Odonnell
Talon Ian Ware,TIW0299,Talon.Ian.Ware@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price
Zachery Samson Kerr,ZSK0258,Zachery.Samson.Kerr@dtaa.com,ElectricalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,2 - ElectricalEngineering,Dylan Tiger Terry
